anime_id,title,genre,Score
37223,Ore ga Kanojo wo *su Wake,Hentai,Unknown
37224,JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,Hentai,7.76
37225,Xiao Hua Xian,Fantasy,8.64
37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,"Action, Adventure, Fantasy",7.66
37233,Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,Hentai,6.24
37242,Hoshi to Tsubasa no Paradox,Sci-Fi,Unknown
37243,Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,"Horror, Suspense",6.51
37244,Gan Gan Ganko-chan 2nd Season,"Comedy, Sci-Fi",7.33
37245,Gundam Build Divers,Sci-Fi,6.01
37246,"Moshimoshi, Terumi desu.",Slice of Life,5.56
37247,Gundam Build Divers Prologue,Sci-Fi,6.23
37249,DC Super Heroes vs Taka no Tsumedan Promotion Eizou,Comedy,6.85
37254,Last Period: Owarinaki Rasen no Monogatari,"Action, Adventure, Comedy, Fantasy",6.92
37255,Genki Genki Non-tan: Obake Mura Meiro,,6.23
37256,Chainsaw Bunny: Deleted Scene,"Horror, Supernatural, Suspense",7.5
37258,Omae wa Mada Gunma wo Shiranai,Comedy,Unknown
37259,Hanebado!,Sports,Unknown
37262,Ta ga Tame no Alchemist,"Action, Adventure, Fantasy",Unknown
37263,Quiz Tokiko-san,Slice of Life,Unknown
37264,Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,Comedy,5.68
37265,God Eater Reso Nantoka Gekijou,"Fantasy, Sci-Fi",5.66
37267,Go-chan.: Moko to Koori no Ue no Yakusoku,Adventure,6.62
37268,Z/X: Code Reunion,"Fantasy, Sci-Fi",6.55
37272,Kujira no Kora wa Sajou ni Manabu!,"Comedy, Drama, Fantasy, Mystery",3.84
37277,Beatless Intermission,"Action, Drama, Romance, Sci-Fi",6.55
37278,Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,,Unknown
37280,Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,"Drama, Romance",Unknown
37281,Joshiochi! 2-kai kara Onnanoko ga... Futtekita!?,"Comedy, Hentai",5
37283,Beyblade Burst Chouzetsu,"Action, Adventure, Sci-Fi",Unknown
37284,Tanuki to Kitsune Specials,Comedy,Unknown
37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",,7.3
37286,It's My Life,"Comedy, Fantasy",6.59
37287,Tsuma Netori: Ryoujoku Rinne,Hentai,6.99
37290,Ani x Para: Anata no Hero wa Dare desu ka,Sports,6.78
37291,Mo Ri Shu Guang,"Action, Boys Love, Horror, Supernatural, Suspense",Unknown
37292,Fei Ren Zai,"Comedy, Supernatural",5.24
37293,Wo Jia Da Shixiong Naozi You Keng,"Action, Adventure, Comedy",5.81
37294,Wangu Xian Qiong II,"Adventure, Comedy, Fantasy",Unknown
37302,Kemurikusa (TV),"Fantasy, Sci-Fi",6.76
37303,K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,Action,5.93
37304,K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,Action,Unknown
37305,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,Action,7.64
37306,K: Seven Stories Movie 5 - Memory of Red - Burn,Action,7.71
37307,K: Seven Stories Movie 6 - Circle Vision - Nameless Song,Action,5.88
37308,K: Seven Stories - The Idol K,Comedy,5.47
37311,Kemurikusa,"Action, Adventure, Sci-Fi",6.45
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,"Drama, Hentai",6.21
37324,Youkai Watch: Shadow Side,"Comedy, Supernatural",6.73
37325,Kuroneko Monroe,Comedy,5.64
37328,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,"Fantasy, Slice of Life",6
37334,Star Wars/Force no Kakusei,Sci-Fi,Unknown
37335,Nara-shi x Inoue Ryou,Comedy,Unknown
37336,Hakodate Musical,,6.51
37337,Sara Ke Puccho,,6.96
37338,Chuukan Kanriroku Tonegawa,"Comedy, Drama",7
37340,Venus Blood: Brave,Hentai,Unknown
37341,Yuru Camp△ Specials,Slice of Life,Unknown
37343,Working Boys,,Unknown
37345,Plunderer,"Action, Fantasy, Romance, Ecchi",Unknown
37346,Etotama: Nyankyaku Banrai,"Action, Comedy, Fantasy",8.33
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Action, Adventure, Fantasy",6.83
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"Action, Adventure, Fantasy",7.91
37349,Goblin Slayer,"Action, Adventure, Fantasy",7.34
37359,Kekkero Ke,Comedy,7.12
37360,Imouto Paradise! 3 The Animation,,5.35
37362,Sword Art Online Fatal Bullet: The Third Episode,,6.25
37364,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,"Action, Comedy, Fantasy",6.22
37365,Oshie to Tabi Suru Otoko,Mystery,Unknown
37368,Shounen Ashibe: Go! Go! Goma-chan 3,"Comedy, Slice of Life",Unknown
37369,Neko Neko Nihonshi 3rd Season,,7.73
37374,Pastel Memories,"Action, Adventure, Sci-Fi",7.16
37377,"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella","Comedy, Romance",7.43
37379,Chihayafuru 3,"Drama, Sports",5.48
37387,Wata no Kuni Hoshi Pilot,Fantasy,7.08
37388,Souten no Ken: Regenesis 2nd Season,Action,5.28
37390,Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,"Adventure, Comedy",7.36
37391,Xi Yangyang Yu Hui Tailang: Fei Ma Qi Yu Ji,"Adventure, Comedy",6.6
37392,Xi Yangyang Yu Hui Tailang: Yang Nian Xi Yangyang,"Adventure, Comedy",5.6
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Adventure, Comedy, Fantasy",7.48
37395,Zoids Wild,"Adventure, Comedy, Sci-Fi",7.47
37396,Shikioriori,"Drama, Romance",6.34
37398,PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,Slice of Life,Unknown
37402,No Game No Life: Zero - Manner Movie,Comedy,6.82
37403,Ahiru no Sora,,Unknown
37405,Dokidoki Little Ooyasan,Hentai,Unknown
37407,Penguin Highway,"Fantasy, Mystery, Sci-Fi",Unknown
37408,Taishou Mebiusline: Chicchai-san - You and I,Boys Love,Unknown
37409,Tabechatta tte Ii no ni na!,Comedy,Unknown
37422,Cinderella Girls Gekijou 3rd Season,Comedy,6.34
37423,Shiawase Pasta Story,Slice of Life,5.89
37424,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,"Comedy, Slice of Life",Unknown
37426,Sarazanmai,"Action, Supernatural",5.71
37428,Chara to Otamajakushi Shima,"Adventure, Fantasy",Unknown
37430,Tensei shitara Slime Datta Ken,"Action, Comedy, Fantasy",5.03
37433,Wakaokami wa Shougakusei!,"Comedy, Slice of Life, Supernatural",Unknown
37435,Carole & Tuesday,"Drama, Sci-Fi",Unknown
37436,Revisions,Sci-Fi,Unknown
37438,Ingress the Animation,"Action, Mystery, Sci-Fi",Unknown
37440,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,"Action, Mystery, Sci-Fi, Suspense",4.82
37441,Psycho-Pass: Sinners of the System Case.2 - First Guardian,"Action, Mystery, Sci-Fi, Suspense",5.56
37442,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"Action, Mystery, Sci-Fi, Suspense",5.28
37446,Hyakuren no Haou to Seiyaku no Valkyria,"Action, Adventure, Fantasy, Romance",5.42
37447,Karakuri Circus,"Action, Adventure, Drama, Mystery",4.71
37448,Ladyspo,"Comedy, Sci-Fi, Sports",6.75
37449,Strike the Blood III,"Action, Fantasy, Ecchi",Unknown
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Drama, Romance, Supernatural",5.68
37451,Boogiepop wa Warawanai (2019),"Avant Garde, Drama, Horror, Mystery, Supernatural, Suspense",5.51
37454,Mizu no Yume,,5.6
37458,Kyoto Teramachi Sanjou no Holmes,"Drama, Mystery",5.49
37460,Miki no Mikoto,"Fantasy, Slice of Life, Supernatural",5.75
37467,Usagi no Matthew,Slice of Life,7.27
37468,Oi Pii-tan!!,,6.3
37472,Lalala Lala-chan: Lala to Mainichi,"Adventure, Fantasy",5.72
37474,Houkago no Yuutousei,Hentai,6.49
37475,Kishuku Gakkou no Juliet,"Action, Comedy, Romance",6.71
37476,Cardfight!! Vanguard (2018),Action,Unknown
37481,Ongaku Shoujo (TV),Slice of Life,Unknown
37482,Kono Hoshi no Ue ni,"Adventure, Fantasy, Slice of Life",5.38
37483,Bean Bandit,"Action, Comedy",6.96
37484,Duel Masters!,"Action, Adventure, Comedy, Fantasy",5.39
37485,Joukei,Slice of Life,Unknown
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,"Mystery, Supernatural",7.28
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","Comedy, Drama, Mystery",Unknown
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,"Action, Comedy, Sci-Fi",6.25
37492,Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Comedy,7.09
37493,Watashitachi no Mirai,,Unknown
37494,Chikyuu to no Yakusoku,,Unknown
37496,Double Decker! Doug & Kirill,"Action, Comedy, Mystery, Sci-Fi",Unknown
37497,Irozuku Sekai no Ashita kara,"Drama, Fantasy, Romance",Unknown
37498,Black Fox,Action,Unknown
37501,Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,Action,Unknown
37504,Mob Psycho Mini,Comedy,7.14
37505,Grancrest Senki: Tsuisou,"Action, Drama, Fantasy",7.16
37506,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,"Action, Adventure",Unknown
37509,W'z,Action,5.64
37510,Mob Psycho 100 II,"Action, Comedy, Supernatural",Unknown
37514,Made in Abyss Movie 1: Tabidachi no Yoake,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",7.41
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",6.9
37516,City Hunter Movie: Shinjuku Private Eyes,"Action, Comedy, Mystery",5.6
37517,Happy Sugar Life,,6.6
37520,Dororo,"Action, Adventure, Fantasy",Unknown
37521,Vinland Saga,"Action, Adventure, Drama",Unknown
37522,Pet,"Mystery, Supernatural, Suspense",6.72
37525,Babylon,"Mystery, Suspense",5.8
37527,Nameless Flipbook,Avant Garde,Unknown
37529,Kabushikigaisha OPT Shinsotsu Saiyou Movie,Slice of Life,Unknown
37530,Miyako,,7.3
37539,History of Les Merveilleuses: Brand Movie,,8.32
37543,Iryou Keiei Consultant,Slice of Life,5.99
37544,Bucket no Naka no Kaka,Fantasy,6.3
37545,Amakage,Fantasy,6.43
37546,Jirijiri Moyou no Ryuuryuu Tenten,Fantasy,6.45
37547,Onikiri Shoujo,Action,6.08
37548,Metroid Short Animation,Sci-Fi,4.86
37550,Gingirl,,Unknown
37551,Onikiri Musume Saisen,Action,4.95
37552,Minion,"Fantasy, Slice of Life",4.68
37554,Yousei Tin Tin,"Comedy, Fantasy, Slice of Life",5.09
37555,Hangyakusei Million Arthur,"Action, Comedy, Fantasy",5.03
37559,Oretacha Youkai Ningen G,Horror,3.42
37560,Mannaka no Rikkun@Kin Tele,Comedy,6.4
37561,Akanesasu Shoujo,"Action, Sci-Fi",5.37
37562,Robot Girls Neo,Comedy,6.24
37563,Di Wang Gong Lue,"Adventure, Boys Love, Drama, Mystery",Unknown
37564,Wo de Ni Tian Shen Qi,"Adventure, Comedy, Fantasy, Romance, Supernatural",Unknown
37566,Qin Shi Mingyue: Yi Zhe Ru Shi,Drama,Unknown
37569,Sirius,"Action, Supernatural",Unknown
37571,Senjuushi,Action,5.58
37576,Majutsushi Orphen Hagure Tabi,"Action, Adventure, Drama, Fantasy",6.22
37577,Hibike! Euphonium Movie: Photo Session e Youkoso,Comedy,4.8
37578,Planet With,Sci-Fi,5.57
37579,Tonari no Kyuuketsuki-san,"Comedy, Supernatural",7.11
37584,Bakumatsu,Action,Unknown
37585,Yarichin☆Bitch-bu,"Boys Love, Comedy, Erotica",5.66
37586,Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy",6.49
37587,Lapis Re:LiGHTs,Fantasy,Unknown
37589,Ano Hi no Kanojo-tachi,Slice of Life,6.81
37590,Devilman: Crybaby - Digest Eizou,"Action, Horror, Supernatural",7.22
37591,Houkago Midnighters: Short Movies Season 2,Fantasy,Unknown
37595,Cardcaptor Sakura: Clear Card-hen Recap,"Adventure, Comedy, Romance",7.06
37596,Poputepipikku TV Special,"Avant Garde, Comedy",7.07
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,"Boys Love, Comedy, Drama",7.08
37598,Phantom in the Twilight,"Action, Supernatural",7.49
37599,Magatsu Wahrheit: Zuerst,"Action, Fantasy",6.68
37600,Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,Sci-Fi,6.21
37601,Lord of Vermilion: Guren no Ou,"Action, Fantasy",Unknown
37611,Future Card Buddyfight Battsu: All-Star Fight,,Unknown
37614,Hitoribocchi no Marumaru Seikatsu,Comedy,Unknown
37618,Meng Qi Shi Shen,"Comedy, Drama, Gourmet, Romance",6.76
37619,CMFU Xueyuan: Wangzi Peng Peng Qiu,"Romance, Sports",6.55
37620,CMFU Xueyuan: Shenshi Ji Jijian,"Romance, Sports",6.54
37621,Karakai Jouzu no Takagi-san: Water Slide,"Comedy, Romance",Unknown
37623,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,"Action, Adventure, Award Winning, Drama, Fantasy",5.62
37626,"""R100"" x Mameshiba Original Manners",Comedy,6.06
37630,Washimo 6th Season,"Comedy, Sci-Fi, Slice of Life",Unknown
37641,Yin Yang Shi: Ping An Wu Yu,"Comedy, Supernatural",Unknown
37642,Huan Jing Nuo De Lin,,Unknown
37643,Xiong Bing Lian,"Mystery, Sci-Fi, Supernatural",Unknown
37646,Hataraku Oniisan! no 2!,Comedy,7.48
37647,Chibi Airin no Yuruyaka na Nichijou,"Comedy, Slice of Life",6.46
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,"Action, Fantasy",Unknown
37653,Caribadix 2nd Season,Comedy,5.82
37655,Sword Gai The Animation Part II,"Action, Supernatural",Unknown
37657,Gakuen Basara,"Action, Comedy",Unknown
37659,Taimanin Yukikaze Special,"Action, Supernatural, Hentai",Unknown
37661,Wo Shi Na Zha,Fantasy,6.86
37662,Shinya! Tensai Bakabon,"Comedy, Slice of Life",6.8
37663,God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,"Fantasy, Sci-Fi",5.25
37664,Sukoyaka Oyako 21 x Taka no Tsumedan,Drama,5.44
37665,Yoshida no Time Slip Fumai-kou,,Unknown
37666,3-pun de Wakaru Koizumi Yakumo no Kaidan,"Comedy, Horror, Supernatural",Unknown
37667,Heisei Matsue Kaidan,"Horror, Supernatural",5.81
37668,Medama Oyaji no April Fools',,5.61
37671,Neeko ga Vtuber shitemita,Slice of Life,5.91
37672,Toji no Miko Recap,"Action, Fantasy",5.69
37675,Overlord III,"Action, Adventure, Fantasy",Unknown
37678,Aware! Meisaku-kun: Short Douga,Comedy,6.53
37680,Onihei Pilot,,Unknown
37682,Wakaokami wa Shougakusei! Movie,"Award Winning, Comedy, Slice of Life, Supernatural",6.7
37684,"Susume, Karolina.",,Unknown
37686,Pugpug,,5.46
37687,Mr. Bond,Mystery,Unknown
37698,Ukkari Pénélope (2017),Slice of Life,6.08
37699,Daisuki na Mama,Hentai,6.59
37703,Megalo Box Specials,"Sci-Fi, Sports",5.91
37704,High School Fleet Movie,Action,5.46
37710,IDOLiSH7 Special Program: Kimi to Furikaeranai to!,Drama,5.89
37711,Koi to Uso: Isshou no Koi/Koi no Kimochi,"Drama, Romance",6.17
37714,Shin Manga Naruhodo Monogatari,,6.09
37716,Beelzebub-jou no Okinimesu mama.,"Comedy, Fantasy, Romance",6.67
37717,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",,5.14
37719,High School DxD Hero: Taiikukan-ura no Holy,"Action, Comedy, Romance, Supernatural, Ecchi",7.38
37722,Uchi no Maid ga Uzasugiru!,"Comedy, Girls Love",4.22
37735,Aru Zombie Shoujo no Sainan,"Action, Horror, Supernatural",Unknown
37736,Rang Wo Men Shao Ba,Comedy,Unknown
37737,Mu Wang Zhi Wang: Qi Lin Jue,"Action, Mystery, Romance",Unknown
37739,Future Card Shin Buddyfight,,Unknown
37740,Bai Ye Ling Long,Romance,Unknown
37742,Chainsaw Maid Episode 0,"Comedy, Horror, Supernatural, Suspense",Unknown
37744,Isekai Cheat Magician,"Action, Adventure, Fantasy",Unknown
37747,Ame-iro Cocoa: Side G,Slice of Life,Unknown
37749,Turning Mecard R,,5.69
37750,Turning Mecard W: Vandyne-ui Bimil,Adventure,Unknown
37751,Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,Adventure,6.31
37752,Gonglyong Mecard,Adventure,5.6
37753,Wonder Gravity: Pino To Juuryoku Tsukai,Fantasy,6.62
37755,Golden Douga Gekijou,Comedy,Unknown
37760,Mecha-ude,"Action, Sci-Fi",Unknown
37764,Kidou Senshi Gundam NT,"Drama, Sci-Fi",7.52
37765,Kidou Senshi Gundam: Senkou no Hathaway,"Drama, Sci-Fi",5.65
37769,Aguu: Tensai Ningyou,"Action, Drama, Supernatural",Unknown
37771,Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,Hentai,6.61
37773,"Yuru Yuri,","Comedy, Girls Love",Unknown
37775,Slide,Sports,Unknown
37776,Kirari Kagayaku,Romance,5.56
37778,Pastel Life,Slice of Life,Unknown
37779,Yakusoku no Neverland,"Mystery, Suspense",Unknown
37780,Okojo to Yamane,"Comedy, Slice of Life",Unknown
37781,Overlord: Ple Ple Pleiades 3,"Action, Comedy, Fantasy",4.12
37784,Toki no Kousa,Avant Garde,Unknown
37786,Yagate Kimi ni Naru,"Drama, Girls Love",Unknown
37787,Space Bug,Adventure,Unknown
37789,Tenchi Muyou! Ryououki 3rd Season Picture Drama,"Comedy, Slice of Life",Unknown
37790,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",Slice of Life,Unknown
37798,Chaechaepong Kimchi Pong,"Adventure, Fantasy",6.35
37799,Tokyo Ghoul:re 2nd Season,"Action, Fantasy, Horror, Suspense",5.07
37801,Gori Papa Ikka no Nougyou wa Omoshiroi,Slice of Life,Unknown
37804,Shirobako Movie,"Comedy, Drama",Unknown
37806,Gunjou no Magmell,"Action, Adventure, Fantasy",4.91
37807,Princess Principal: Crown Handler 1,"Action, Mystery",5.22
37814,Inazuma Eleven: Reloaded - Soccer no Henkaku,Sports,6.39
37815,Niizuma Koyomi The Animation,Hentai,Unknown
37816,Bandoe Sareoriratda,Comedy,Unknown
37822,Douluo Dalu 2nd Season,"Action, Adventure, Fantasy, Supernatural",Unknown
37823,Conception,"Action, Comedy, Fantasy, Romance",Unknown
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Comedy, Gourmet, Romance",Unknown
37827,Neko Kikaku,Comedy,Unknown
37828,Bokura no Nanokakan Sensou,"Action, Comedy, Drama",Unknown
37831,Sword Art Online Alternative: Gun Gale Online - Refrain,Action,Unknown
37842,Poputepipikku Specials,Comedy,5.54
37850,Elleair x Kamiusagi Rope,"Comedy, Slice of Life",Unknown
37851,Kamiusagi Rope x Wacoal,"Comedy, Slice of Life",5.92
37852,AriKiri,Slice of Life,5.39
37853,Sanuki Eiga-sai Opening Eizou,,Unknown
37854,Aioi Ai oi,,Unknown
37856,Hakyuu Houshin Engi Recap,,5.82
37857,Guilty Gear X,Action,Unknown
37858,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,Comedy,Unknown
37859,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Comedy,Unknown
37860,Free! Take Your Marks: Character Butai Aisatsu,Comedy,Unknown
37865,Pokemon: Aki no Special,"Action, Adventure, Fantasy",4.41
37866,Uchuu Senkan Tiramisù Specials,"Comedy, Sci-Fi",7.78
37869,BanG Dream! 2nd Season,,6
37870,BanG Dream! 3rd Season,,5.73
37873,BanG Dream! Garupa☆Pico,Comedy,5.24
37875,KakoPad: Nagaoka Hanabi Monogatari,Sci-Fi,5.92
37876,Midori-chan,,Unknown
37877,Promedicus,,4.89
37878,Sanpou Shoujo,,5.69
37881,Naniiro no Nani,,5.4
37884,Golden Kamuy: Barato no Youjinbou/Kaiki! Nazo no Kyodai Tori,"Action, Adventure",5.43
37885,Super Dragon Ball Heroes,"Action, Comedy, Fantasy",5.41
37886,Wo Shi Jiang Xiaobai (2018),"Drama, Romance",5.23
37887,Huan Jie Wang,"Action, Adventure, Fantasy",Unknown
37888,Tian Yu,"Action, Adventure, Fantasy",5.43
37890,Oshi ga Budoukan Ittekuretara Shinu,Comedy,Unknown
37892,Shigutsman,,Unknown
37893,Yami Shibai 6,"Avant Garde, Horror, Supernatural",Unknown
37894,Ling Yu 4th Season,Fantasy,Unknown
37895,Ling Yu 5th Season,Fantasy,7.98
37896,Ling Yu 6th Season,Fantasy,Unknown
37897,Godzilla 3: Hoshi wo Kuu Mono,"Action, Adventure, Sci-Fi",7.32
37902,One Piece: Episode of Sorajima,"Action, Adventure, Fantasy",Unknown
37904,Meshinuma.,"Gourmet, Slice of Life",6.26
37908,Senjou no Valkyria Special,Comedy,5.88
37910,Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,"Fantasy, Romance",5.25
37914,Chikyuugai Shounen Shoujo,Sci-Fi,Unknown
37915,Uchuu no Hou: Reimei-hen,Sci-Fi,Unknown
37916,Uma Musume: Pretty Derby - BNW no Chikai,Sports,Unknown
37920,Ueno-san wa Bukiyou,"Comedy, Romance",5.86
37921,ReLIFE: Kanketsu-hen Specials,Slice of Life,Unknown
37922,Seikaisuru Kado: Beyond Information,Sci-Fi,Unknown
37923,Baa-cha no Kingyo,Slice of Life,6.14
37924,Ani ni Tsukeru Kusuri wa Nai! 2,Comedy,6.76
37926,Nakanohito Genome [Jikkyouchuu],"Adventure, Drama, Mystery",7.12
37927,Nusheng Sushe Richang,Comedy,6.77
37928,Mu Wang Zhi Wang: Han Tie Dou,"Action, Mystery, Romance",6.34
37929,Mandamgangho,Comedy,Unknown
37931,I-O Data x Taka no Tsume,Comedy,Unknown
37932,Quanzhi Gaoshou 2,Action,6.82
37933,Mahou Shoujo Lyrical Nanoha A's Picture Drama,Comedy,6.4
37934,Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,Comedy,5.9
37936,Wu Shan Wu Xing (2020),"Action, Fantasy",7.28
37937,Wan Jie Xian Zong,"Action, Adventure, Fantasy, Romance",7.96
37938,Hua Jianghu: Huan Shi Men Sheng,"Drama, Fantasy, Mystery, Romance",5.88
37939,Lilitales,Hentai,4.71
37940,Yatogame-chan Kansatsu Nikki,Comedy,Unknown
37941,Naengjang-go Nala Cocomong,,6.72
37942,Hello Cocomong,,Unknown
37943,Cocomong 2,,7.16
37944,Hello Cocomong 2,,Unknown
37945,Cocomong 3,,7.31
37948,Hentatsu,Comedy,5.51
37950,Ice Kuritarou (Movie),,Unknown
37951,Ice Kuritarou,,7.62
37952,Shoumetsu Toshi,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",6.24
37956,3D Kanojo: Real Girl 2nd Season,Romance,6.93
37958,Fukigen na Mononokean Tsuzuki,"Comedy, Supernatural",6.78
37959,Gakuen Babysitters Special,Slice of Life,Unknown
37962,IDOLiSH7 Second Beat!,Drama,Unknown
37963,Caramel Honey,"Boys Love, Comedy",Unknown
37964,Mayonaka no Occult Koumuin,"Mystery, Supernatural",6.26
37965,Kaze ga Tsuyoku Fuiteiru,"Drama, Sports",Unknown
37966,Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,"Action, Adventure, Comedy, Fantasy",6.05
37967,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Comedy,6.86
37968,Kirakira Happy★Hirake! Cocotama,"Fantasy, Slice of Life",7
37969,Youkai Watch Movie 5: Forever Friends,"Comedy, Supernatural",7.35
37970,Yakusoku no Nanaya Matsuri,"Drama, Sci-Fi",5.58
37972,Hoshiai no Sora,"Drama, Sports",Unknown
37973,Märchen Mädchen Specials,Fantasy,6.19
37975,Piano no Mori (TV) 2nd Season,Drama,6.1
37976,Zombieland Saga,"Award Winning, Comedy, Supernatural",7.07
37978,Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,"Fantasy, Slice of Life",7.85
37979,Mahou Shoujo Tokushusen Asuka,"Action, Drama",Unknown
37980,Youkoso Japari Park,"Adventure, Comedy, Fantasy",5.68
37981,Kaijuu no Kodomo,"Award Winning, Drama, Mystery, Supernatural",6.48
37982,Domestic na Kanojo,"Drama, Romance",6.85
37983,Nekopara: Koneko no Hi no Yakusoku,"Comedy, Romance",6.84
37984,"Kumo desu ga, Nani ka?","Action, Adventure, Comedy, Fantasy",8.27
37985,Aggressive Retsuko (ONA) 2nd Season,Comedy,Unknown
37986,Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Action, Comedy, Fantasy, Romance, Ecchi",Unknown
37987,Violet Evergarden Movie,"Award Winning, Drama",6.03
37988,Uchuu Senkan Tiramisù II,"Comedy, Sci-Fi",5.82
37989,Golden Kamuy 2nd Season,"Action, Adventure",5.27
37990,Gurazeni Season 2,Sports,6.55
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure",5.72
37992,Jingai-san no Yome,"Comedy, Fantasy, Romance",6.69
37993,Watashi ni Tenshi ga Maiorita!,Comedy,3.58
37994,B: The Beginning Succession,"Action, Mystery, Suspense",8.13
37996,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,Comedy,6.59
37997,Devils Line: Anytime Anywhere,"Action, Drama, Romance, Supernatural",Unknown
37998,Girly Air Force,"Action, Sci-Fi",Unknown
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Comedy, Romance",7.03
38000,Kimetsu no Yaiba,"Action, Award Winning, Supernatural",7.35
38001,Shinya! Tensai Bakabon Specials,"Comedy, Slice of Life",5.67
38002,Asobi Asobase Specials,,Unknown
38003,Bungou Stray Dogs 3rd Season,"Action, Mystery",Unknown
38004,Strike Witches: 501 Butai Hasshin Shimasu!,"Comedy, Sci-Fi",8.99
38005,Strike Witches: Road to Berlin,"Action, Sci-Fi, Ecchi",7.98
38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,Sci-Fi,7.37
38007,Dot Bit Retro: Boku Dake no Kusoge,"Comedy, Fantasy, Slice of Life",7.54
38008,Hawaiian Conu,"Comedy, Slice of Life",7.13
38009,Re:Stage! Dream Days♪,Slice of Life,7.07
38010,Kaeru Ouji to Imomushi Henry,"Comedy, Fantasy",6.91
38011,Hello WeGo!,,Unknown
38012,Toe! Space Attendant Aoi,"Action, Sci-Fi",Unknown
38013,Chuck Shimezou,"Drama, Supernatural",Unknown
38014,Captain Bal,Adventure,Unknown
38015,Shika no Ou: Yuna to Yakusoku no Tabi,"Action, Adventure, Fantasy",Unknown
38016,Zannen na Ikimono Jiten,"Comedy, Slice of Life",6.44
38017,Yuukai Anna,"Action, Adventure, Romance",5.57
38018,Chokkan x Algorhythm♪ 2nd Season,Comedy,Unknown
38019,"15-sai, Kyou kara Dousei Hajimemasu.","Drama, Romance",5.8
38020,Beatless Final Stage,"Action, Drama, Romance, Sci-Fi",5.58
